rank,finalWorth,category,personName,age,country,source,industries,countryOfCitizenship,selfMade,status,gender,birthDate,date,birthYear,birthMonth,birthDay,gdp_country,gross_tertiary_education_enrollment,gross_primary_education_enrollment_country,total_tax_rate_country,population_country
1516,2000,Metals & Mining,Bianca Rinehart,46,Australia,Mining,Metals & Mining,Australia,False,D,F,1977-03-19 00:00:00,4/4/2023 5:01,1977.0,3.0,19.0,-2147483648,114,101,48,25766605
1516,2000,Metals & Mining,Ginia Rinehart,37,Australia,Mining,Metals & Mining,Australia,False,D,F,1986-09-06 00:00:00,4/4/2023 5:01,1986.0,9.0,6.0,-2147483648,114,101,48,25766605
1516,2000,Finance & Investments,T. Denny Sanford,88,United States,"Banking, credit cards",Finance & Investments,United States,True,D,M,1935-12-23 00:00:00,4/4/2023 5:01,1935.0,12.0,23.0,-2147483648,89,102,37,328239523
1516,2000,Manufacturing,Bhadresh Shah,72,India,Engineering,Manufacturing,India,True,U,M,1951-10-07 00:00:00,4/4/2023 5:01,1951.0,10.0,7.0,-2147483648,29,113,50,1366417754
1516,2000,Media & Entertainment,Zygmunt Solorz-Zak,67,Poland,TV broadcasting,Media & Entertainment,Poland,True,D,M,1956-08-04 00:00:00,4/4/2023 5:01,1956.0,8.0,4.0,-2147483648,68,100,41,37970874
1516,2000,Manufacturing,Michal Strnad,31,United States,Defense Contracting,Manufacturing,Czech Republic,False,N,M,1992-08-04 00:00:00,4/4/2023 5:01,1992.0,8.0,4.0,-2147483648,89,102,37,328239523
1516,2000,Fashion & Retail,Sylvia Stroeher,68,Germany,Cosmetics,Fashion & Retail,Germany,False,E,F,1955-05-30 00:00:00,4/4/2023 5:01,1955.0,5.0,30.0,-2147483648,71,104,49,83132799
1516,2000,Technology,Otto Toto Sugiri,70,Indonesia,Data centers,Technology,Indonesia,True,D,M,1953-09-23 00:00:00,4/4/2023 5:01,1953.0,9.0,23.0,-2147483648,37,107,31,270203917
1516,2000,Sports,Larry Tanenbaum,78,Canada,Sports,Sports,Canada,True,N,M,1945-07-01 00:00:00,4/4/2023 5:01,1945.0,7.0,1.0,-2147483648,69,101,25,36991981
1516,2000,Finance & Investments,Wichai Thongtang,76,Thailand,Investments,Finance & Investments,Thailand,True,E,M,1947-01-01 00:00:00,4/4/2023 5:01,1947.0,1.0,1.0,-2147483648,50,100,30,69625582
1516,2000,Finance & Investments,Ion Tiriac,84,Romania,"Banking, insurance",Finance & Investments,Romania,True,U,M,1939-05-09 00:00:00,4/4/2023 5:01,1939.0,5.0,9.0,-2147483648,50,86,20,19356544
1516,2000,Metals & Mining,Hope Welker,38,United States,Mining,Metals & Mining,Australia,False,D,F,1985-08-13 00:00:00,4/4/2023 5:01,1985.0,8.0,13.0,-2147483648,89,102,37,328239523
1516,2000,Manufacturing,William Young,82,United States,Plastics,Manufacturing,United States,True,D,M,1941-01-01 00:00:00,4/4/2023 5:01,1941.0,1.0,1.0,-2147483648,89,102,37,328239523
1516,2000,Fashion & Retail,Ales Zavoral,47,United States,E-commerce,Fashion & Retail,Czech Republic,True,N,M,1976-10-24 00:00:00,4/4/2023 5:01,1976.0,10.0,24.0,-2147483648,89,102,37,328239523
1516,2000,Technology,Zhang Fan,58,China,Touch screens,Technology,China,True,D,M,1965-12-29 00:00:00,4/4/2023 5:01,1965.0,12.0,29.0,-2147483648,51,101,60,1397715000
1516,2000,Technology,Shilong Zhang & family,57,China,Semiconductor,Technology,China,True,D,M,1966-01-01 00:00:00,4/4/2023 5:01,1966.0,1.0,1.0,-2147483648,51,101,60,1397715000
1516,2000,Manufacturing,Zhang Wanzhen,74,China,Electronics components,Manufacturing,China,True,D,M,1949-12-01 00:00:00,4/4/2023 5:01,1949.0,12.0,1.0,-2147483648,51,101,60,1397715000
1516,2000,Technology,Hongfei Zhao,49,China,Software,Technology,China,True,D,M,1974-06-01 00:00:00,4/4/2023 5:01,1974.0,6.0,1.0,-2147483648,51,101,60,1397715000
1516,2000,Energy,Zhou Jian,47,China,Solar energy equipment,Energy,China,True,D,M,1976-07-01 00:00:00,4/4/2023 5:01,1976.0,7.0,1.0,-2147483648,51,101,60,1397715000
1516,2000,Healthcare,Zhu Yiwen & family,59,China,Healthcare,Healthcare,China,True,U,M,1964-01-01 00:00:00,4/4/2023 5:01,1964.0,1.0,1.0,-2147483648,51,101,60,1397715000
1575,1900,Diversified,Roberto Angelini Rossi,75,Chile,"Forestry, mining",Diversified,Chile,False,U,M,1948-07-30 00:00:00,4/4/2023 5:01,1948.0,7.0,30.0,-2147483648,89,102,34,18952038
1575,1900,Energy,Mika Anttonen,57,Finland,Oil & gas,Energy,Finland,True,U,M,1966-12-18 00:00:00,4/4/2023 5:01,1966.0,12.0,18.0,-2147483648,89,101,37,5520314
1575,1900,Sports,David Blitzer,54,United States,Sports,Sports,United States,True,N,M,1969-09-07 00:00:00,4/4/2023 5:01,1969.0,9.0,7.0,-2147483648,89,102,37,328239523
1575,1900,Finance & Investments,Julio Bozano,87,Brazil,Banking,Finance & Investments,Brazil,True,D,M,1936-02-01 00:00:00,4/4/2023 5:01,1936.0,2.0,1.0,-2147483648,52,116,66,212559417
1575,1900,Energy,Nikolai Buinov,56,Russia,"Oil, gas",Energy,Russia,True,U,M,1967-07-09 00:00:00,4/4/2023 5:01,1967.0,7.0,9.0,-2147483648,82,103,47,144373535
1575,1900,Fashion & Retail,Nicola Bulgari,82,Italy,Luxury goods,Fashion & Retail,Italy,False,E,M,1941-01-16 00:00:00,4/4/2023 5:01,1941.0,1.0,16.0,-2147483648,62,102,60,60297396
1575,1900,Fashion & Retail,"Howard Butt, III. & family",71,United States,Supermarkets,Fashion & Retail,United States,False,N,M,1952-04-04 00:00:00,4/4/2023 5:01,1952.0,4.0,4.0,-2147483648,89,102,37,328239523
1575,1900,Fashion & Retail,Stephen Butt & family,68,United States,Supermarkets,Fashion & Retail,United States,False,N,M,1955-05-24 00:00:00,4/4/2023 5:01,1955.0,5.0,24.0,-2147483648,89,102,37,328239523
1575,1900,Fashion & Retail,Jianxing Che,57,China,Furniture retailing,Fashion & Retail,China,True,D,M,1966-07-18 00:00:00,4/4/2023 5:01,1966.0,7.0,18.0,-2147483648,51,101,60,1397715000
1575,1900,Manufacturing,Huxiong Chen,53,China,Stationery,Manufacturing,China,True,D,M,1970-07-01 00:00:00,4/4/2023 5:01,1970.0,7.0,1.0,-2147483648,51,101,60,1397715000
1575,1900,Energy,Chen Qiongxiang,61,China,Batteries,Energy,China,True,D,F,1962-01-01 00:00:00,4/4/2023 5:01,1962.0,1.0,1.0,-2147483648,51,101,60,1397715000
1575,1900,Technology,Chen Zhisong,57,China,Communication equipment,Technology,China,True,D,M,1966-01-07 00:00:00,4/4/2023 5:01,1966.0,1.0,7.0,-2147483648,51,101,60,1397715000
1575,1900,Diversified,Manas Chiaravanond,61,Thailand,Diversified,Diversified,Thailand,False,U,M,1962-01-01 00:00:00,4/4/2023 5:01,1962.0,1.0,1.0,-2147483648,50,100,30,69625582
1575,1900,Diversified,Prathip Chiravanond,75,Thailand,Diversified,Diversified,Thailand,False,R,M,1948-10-21 00:00:00,4/4/2023 5:01,1948.0,10.0,21.0,-2147483648,50,100,30,69625582
1575,1900,Food & Beverage,Alexandra Daitch,60,United States,Cargill,Food & Beverage,United States,False,D,F,1963-01-01 00:00:00,4/4/2023 5:01,1963.0,1.0,1.0,-2147483648,89,102,37,328239523
1575,1900,Food & Beverage,Sol Daurella,57,Spain,Coca-Cola bottler,Food & Beverage,Spain,False,U,F,1966-01-01 00:00:00,4/4/2023 5:01,1966.0,1.0,1.0,-2147483648,89,103,47,47076781
1575,1900,Sports,Mark Davis,68,United States,Las Vegas Raiders,Sports,United States,False,N,M,1955-05-18 00:00:00,4/4/2023 5:01,1955.0,5.0,18.0,-2147483648,89,102,37,328239523
1575,1900,Finance & Investments,James Dinan,64,United States,Hedge funds,Finance & Investments,United States,True,E,M,1959-05-22 00:00:00,4/4/2023 5:01,1959.0,5.0,22.0,-2147483648,89,102,37,328239523
1575,1900,Healthcare,Dong Fan,61,China,Medical devices,Healthcare,China,True,D,M,1962-01-01 00:00:00,4/4/2023 5:01,1962.0,1.0,1.0,-2147483648,51,101,60,1397715000
1575,1900,Automotive,Fritz Draexlmaier,61,Germany,Auto parts,Automotive,Germany,False,U,M,1962-01-01 00:00:00,4/4/2023 5:01,1962.0,1.0,1.0,-2147483648,71,104,49,83132799
1575,1900,Diversified,Bulent Eczacibasi,74,Turkey,"Pharmaceuticals, diversified",Diversified,Turkey,False,U,M,1949-12-25 00:00:00,4/4/2023 5:01,1949.0,12.0,25.0,-2147483648,24,94,43,83429615
1575,1900,Diversified,Faruk Eczacibasi,69,Turkey,"Pharmaceuticals, diversified",Diversified,Turkey,False,U,M,1954-06-15 00:00:00,4/4/2023 5:01,1954.0,6.0,15.0,-2147483648,24,94,43,83429615
1575,1900,Diversified,Eduardo Eurnekian,91,Argentina,"Airports, investments",Diversified,Argentina,True,U,M,1932-12-04 00:00:00,4/4/2023 5:01,1932.0,12.0,4.0,-2147483648,90,110,107,44938712
1575,1900,Real Estate,David Fong,66,Hong Kong,Real estate,Real Estate,Hong Kong,False,N,M,1957-05-29 00:00:00,4/4/2023 5:01,1957.0,5.0,29.0,-2147483648,68,103,44,507454841
1575,1900,Fashion & Retail,Guo Zhenyu & family,60,China,Cosmetics,Fashion & Retail,Canada,True,D,M,1963-11-01 00:00:00,4/4/2023 5:01,1963.0,11.0,1.0,-2147483648,51,101,60,1397715000
1575,1900,Manufacturing,Surjit Kumar Gupta,81,India,Electrical equipment,Manufacturing,India,False,U,M,1942-01-13 00:00:00,4/4/2023 5:01,1942.0,1.0,13.0,-2147483648,29,113,50,1366417754
1575,1900,Diversified,Caroline Hagen Kjos,39,Switzerland,Conglomerate,Diversified,Norway,False,D,F,1984-01-01 00:00:00,4/4/2023 5:01,1984.0,1.0,1.0,-2147483648,60,106,29,8574832
1575,1900,Finance & Investments,Roberto Hernandez Ramirez,81,Mexico,"Banking, investments",Finance & Investments,Mexico,True,E,M,1942-03-24 00:00:00,4/4/2023 5:01,1942.0,3.0,24.0,-2147483648,41,106,56,126014024
1575,1900,Technology,Reid Hoffman,56,United States,LinkedIn,Technology,United States,True,D,M,1967-08-05 00:00:00,4/4/2023 5:01,1967.0,8.0,5.0,-2147483648,89,102,37,328239523
1575,1900,Manufacturing,Hu Rongda & family,64,China,Chemicals,Manufacturing,China,True,U,M,1959-01-01 00:00:00,4/4/2023 5:01,1959.0,1.0,1.0,-2147483648,51,101,60,1397715000
1575,1900,Real Estate,"B. Wayne Hughes, Jr.",64,United States,Storage facilities,Real Estate,United States,False,D,M,1959-05-27 00:00:00,4/4/2023 5:01,1959.0,5.0,27.0,-2147483648,89,102,37,328239523
1575,1900,Real Estate,Hui Wing Mau,73,Hong Kong,Real estate,Real Estate,Hong Kong,True,D,M,1950-07-01 00:00:00,4/4/2023 5:01,1950.0,7.0,1.0,-2147483648,68,103,44,507454841
1575,1900,Finance & Investments,Scott Kapnick,64,United States,Private equity,Finance & Investments,United States,True,U,M,1959-02-09 00:00:00,4/4/2023 5:01,1959.0,2.0,9.0,-2147483648,89,102,37,328239523
1575,1900,Finance & Investments,Richard Kayne,77,United States,Investments,Finance & Investments,United States,True,U,M,1946-01-01 00:00:00,4/4/2023 5:01,1946.0,1.0,1.0,-2147483648,89,102,37,328239523
1575,1900,Finance & Investments,Dominika Kulczyk,46,United Kingdom,Diversified,Finance & Investments,Poland,False,U,F,1977-07-30 00:00:00,4/4/2023 5:01,1977.0,7.0,30.0,-2147483648,60,102,31,66834405
1575,1900,Finance & Investments,Edward Lampert,61,United States,Sears,Finance & Investments,United States,True,U,M,1962-07-19 00:00:00,4/4/2023 5:01,1962.0,7.0,19.0,-2147483648,89,102,37,328239523
1575,1900,Diversified,Somsri Lamsam,61,Thailand,Diversified,Diversified,Thailand,False,N,M,1962-01-01 00:00:00,4/4/2023 5:01,1962.0,1.0,1.0,-2147483648,50,100,30,69625582
1575,1900,Food & Beverage,James Leprino,86,United States,Cheese,Food & Beverage,United States,False,D,M,1937-11-22 00:00:00,4/4/2023 5:01,1937.0,11.0,22.0,-2147483648,89,102,37,328239523
1575,1900,Real Estate,David Lichtenstein,62,United States,Real estate,Real Estate,United States,True,E,M,1961-11-21 00:00:00,4/4/2023 5:01,1961.0,11.0,21.0,-2147483648,89,102,37,328239523
1575,1900,Real Estate,Lin Dingqiang & family,57,China,Real estate,Real Estate,Hong Kong,True,E,M,1966-10-01 00:00:00,4/4/2023 5:01,1966.0,10.0,1.0,-2147483648,51,101,60,1397715000
1575,1900,Food & Beverage,Sarah MacMillan,69,United States,Cargill,Food & Beverage,United States,False,D,F,1954-01-01 00:00:00,4/4/2023 5:01,1954.0,1.0,1.0,-2147483648,89,102,37,328239523
1575,1900,Telecom,Strive Masiyiwa,62,United Kingdom,Telecom,Telecom,Zimbabwe,True,D,M,1961-01-29 00:00:00,4/4/2023 5:01,1961.0,1.0,29.0,-2147483648,60,102,31,66834405
1575,1900,Fashion & Retail,Robert Miller,90,Hong Kong,Retail,Fashion & Retail,United Kingdom,True,D,M,1933-05-23 00:00:00,4/4/2023 5:01,1933.0,5.0,23.0,-2147483648,68,103,44,507454841
1575,1900,Technology,Simon Nixon,56,United Kingdom,Price comparison website,Technology,United Kingdom,True,U,M,1967-08-01 00:00:00,4/4/2023 5:01,1967.0,8.0,1.0,-2147483648,60,102,31,66834405
1575,1900,Food & Beverage,Kentaro Ogawa,75,Japan,Restaurants,Food & Beverage,Japan,True,U,M,1948-07-01 00:00:00,4/4/2023 5:01,1948.0,7.0,1.0,-2147483648,64,99,47,126226568
1575,1900,Manufacturing,Ajay Parekh,66,India,Adhesives,Manufacturing,India,False,D,M,1957-06-23 00:00:00,4/4/2023 5:01,1957.0,6.0,23.0,-2147483648,29,113,50,1366417754
1575,1900,Manufacturing,Narendrakumar Parekh,85,India,Adhesives,Manufacturing,India,False,D,M,1938-04-17 00:00:00,4/4/2023 5:01,1938.0,4.0,17.0,-2147483648,29,113,50,1366417754
1575,1900,Finance & Investments,Jennifer Pritzker,73,United States,"Hotels, investments",Finance & Investments,United States,False,D,F,1950-08-13 00:00:00,4/4/2023 5:01,1950.0,8.0,13.0,-2147483648,89,102,37,328239523
1575,1900,Fashion & Retail,G. Rajendran,81,India,Jewellery,Fashion & Retail,India,True,U,M,1942-10-05 00:00:00,4/4/2023 5:01,1942.0,10.0,5.0,-2147483648,29,113,50,1366417754
1575,1900,Manufacturing,Ren Jianhua,67,China,Kitchen appliances,Manufacturing,China,True,D,M,1956-08-01 00:00:00,4/4/2023 5:01,1956.0,8.0,1.0,-2147483648,51,101,60,1397715000
1575,1900,Finance & Investments,Larry Robbins,54,United States,Hedge funds,Finance & Investments,United States,True,E,M,1969-10-21 00:00:00,4/4/2023 5:01,1969.0,10.0,21.0,-2147483648,89,102,37,328239523
1575,1900,Construction & Engineering,Dwight Schar,81,United States,"Homebuilding, NFL team",Construction & Engineering,United States,True,E,M,1942-02-08 00:00:00,4/4/2023 5:01,1942.0,2.0,8.0,-2147483648,89,102,37,328239523
1575,1900,Energy,Shao Jianxiong,61,China,Photovoltaics,Energy,China,True,U,M,1962-01-01 00:00:00,4/4/2023 5:01,1962.0,1.0,1.0,-2147483648,51,101,60,1397715000
1575,1900,Manufacturing,Qinxiang Shao,69,China,Diversified,Manufacturing,China,True,U,M,1954-09-01 00:00:00,4/4/2023 5:01,1954.0,9.0,1.0,-2147483648,51,101,60,1397715000
1575,1900,Technology,Hua Shen,60,China,Semiconductors,Technology,United States,True,D,M,1963-01-01 00:00:00,4/4/2023 5:01,1963.0,1.0,1.0,-2147483648,51,101,60,1397715000
1575,1900,Manufacturing,Shi Wen-long,95,Taiwan,Plastics,Manufacturing,Taiwan,True,D,M,1928-02-01 00:00:00,4/4/2023 5:01,1928.0,2.0,1.0,-2147483648,68,103,44,507454841
1575,1900,Finance & Investments,Peter Sondakh,73,Indonesia,Investments,Finance & Investments,Indonesia,True,D,M,1950-02-26 00:00:00,4/4/2023 5:01,1950.0,2.0,26.0,-2147483648,37,107,31,270203917
1575,1900,Food & Beverage,Lucy Stitzer,63,United States,Cargill,Food & Beverage,United States,False,D,F,1960-01-01 00:00:00,4/4/2023 5:01,1960.0,1.0,1.0,-2147483648,89,102,37,328239523
1575,1900,Diversified,Elizabeth Sy,71,Philippines,Diversified,Diversified,Philippines,False,D,F,1952-06-01 00:00:00,4/4/2023 5:01,1952.0,6.0,1.0,-2147483648,36,108,44,108116615
1575,1900,Manufacturing,Hermanto Tanoko,61,Indonesia,Paints,Manufacturing,Indonesia,False,Split Family Fortune,M,1962-09-17 00:00:00,4/4/2023 5:01,1962.0,9.0,17.0,-2147483648,37,107,31,270203917
1575,1900,Construction & Engineering,Mehmet Sinan Tara,65,Turkey,Construction,Construction & Engineering,Turkey,False,U,M,1958-05-24 00:00:00,4/4/2023 5:01,1958.0,5.0,24.0,-2147483648,24,94,43,83429615
1575,1900,Fashion & Retail,Masateru Uno & family,76,Japan,Drugstores,Fashion & Retail,Japan,True,D,M,1947-02-06 00:00:00,4/4/2023 5:01,1947.0,2.0,6.0,-2147483648,64,99,47,126226568
1575,1900,Energy,Vardis Vardinoyannis & family,90,Greece,Oil and gas,Energy,Greece,True,U,M,1933-01-01 00:00:00,4/4/2023 5:01,1933.0,1.0,1.0,-2147483648,137,100,52,10716322
1575,1900,Real Estate,Jitendra Virwani,57,India,Real estate,Real Estate,India,False,D,M,1966-02-18 00:00:00,4/4/2023 5:01,1966.0,2.0,18.0,-2147483648,29,113,50,1366417754
1575,1900,Real Estate,Wang Chaobin,67,China,Real estate,Real Estate,China,True,E,M,1956-01-01 00:00:00,4/4/2023 5:01,1956.0,1.0,1.0,-2147483648,51,101,60,1397715000
1575,1900,Fashion & Retail,Wang Ren-sheng,92,China,Retail,Fashion & Retail,Taiwan,True,D,M,1931-12-01 00:00:00,4/4/2023 5:01,1931.0,12.0,1.0,-2147483648,51,101,60,1397715000
1575,1900,Food & Beverage,Charlotte Colket Weber,81,United States,Campbell Soup,Food & Beverage,United States,False,U,F,1942-11-19 00:00:00,4/4/2023 5:01,1942.0,11.0,19.0,-2147483648,89,102,37,328239523
1575,1900,Healthcare,Xie Juhua & family,72,China,Pharmaceuticals,Healthcare,China,False,D,F,1951-01-01 00:00:00,4/4/2023 5:01,1951.0,1.0,1.0,-2147483648,51,101,60,1397715000
1575,1900,Manufacturing,Chuanhua Xu & family,88,China,"Chemicals, logistics",Manufacturing,China,True,D,M,1935-01-01 00:00:00,4/4/2023 5:01,1935.0,1.0,1.0,-2147483648,51,101,60,1397715000
1575,1900,Finance & Investments,Gavril Yushvaev & family,66,Israel,"Precious metals, real estate",Finance & Investments,Russia,True,U,M,1957-07-23 00:00:00,4/4/2023 5:01,1957.0,7.0,23.0,-2147483648,64,105,26,9053300
1575,1900,Diversified,Zhang Hongwei,69,China,"Oil, banking",Diversified,China,True,D,M,1954-12-26 00:00:00,4/4/2023 5:01,1954.0,12.0,26.0,-2147483648,51,101,60,1397715000
1575,1900,Manufacturing,Anita Zucker,71,United States,Chemicals,Manufacturing,United States,False,U,F,1952-01-19 00:00:00,4/4/2023 5:01,1952.0,1.0,19.0,-2147483648,89,102,37,328239523
1647,1800,Technology,Cameron Adams,44,Australia,Software,Technology,Australia,True,D,M,1979-12-26 00:00:00,4/4/2023 5:01,1979.0,12.0,26.0,-2147483648,114,101,48,25766605
1647,1800,Fashion & Retail,Will Adderley,51,United Kingdom,Home furnishings,Fashion & Retail,United Kingdom,False,Split Family Fortune,M,1972-03-04 00:00:00,4/4/2023 5:01,1972.0,3.0,4.0,-2147483648,60,102,31,66834405
1647,1800,Diversified,Faisal Bin Qassim Al Thani,75,Qatar,"Hotels, diversified",Diversified,Qatar,True,D,M,1948-01-01 00:00:00,4/4/2023 5:01,1948.0,1.0,1.0,-2147483648,18,104,12,2832067
1647,1800,Sports,Leslie Alexander,80,United States,Sports team,Sports,United States,True,E,M,1943-06-30 00:00:00,4/4/2023 5:01,1943.0,6.0,30.0,-2147483648,89,102,37,328239523
1647,1800,Real Estate,Masaaki Arai,58,Japan,Home sales,Real Estate,Japan,True,D,M,1965-10-29 00:00:00,4/4/2023 5:01,1965.0,10.0,29.0,-2147483648,64,99,47,126226568
1647,1800,Fashion & Retail,Sabrina Benetton,50,Italy,"Fashion retail, investments",Fashion & Retail,Italy,False,U,F,1973-10-04 00:00:00,4/4/2023 5:01,1973.0,10.0,4.0,-2147483648,62,102,60,60297396
1647,1800,Technology,Sanjeev Bikhchandani,60,India,Internet,Technology,India,True,D,M,1963-06-29 00:00:00,4/4/2023 5:01,1963.0,6.0,29.0,-2147483648,29,113,50,1366417754
1647,1800,Finance & Investments,O. Francis Biondi,59,United States,Hedge funds,Finance & Investments,United States,True,E,M,1964-07-04 00:00:00,4/4/2023 5:01,1964.0,7.0,4.0,-2147483648,89,102,37,328239523
1647,1800,Energy,Alejandro Bulgheroni,79,Uruguay,Oil & gas,Energy,Argentina,False,D,M,1944-11-01 00:00:00,4/4/2023 5:01,1944.0,11.0,1.0,-2147483648,64,109,42,3461734
1647,1800,Food & Beverage,R.G. Chandramogan,74,India,Dairy,Food & Beverage,India,True,D,M,1949-03-01 00:00:00,4/4/2023 5:01,1949.0,3.0,1.0,-2147483648,29,113,50,1366417754
1647,1800,Diversified,Binod Chaudhary,68,Nepal,Diversified,Diversified,Nepal,False,U,M,1955-04-14 00:00:00,4/4/2023 5:01,1955.0,4.0,14.0,-2147483648,13,143,42,28608710
1647,1800,Technology,Parker Conrad,43,United States,Software,Technology,United States,True,N,M,1980-04-13 00:00:00,4/4/2023 5:01,1980.0,4.0,13.0,-2147483648,89,102,37,328239523
1647,1800,Technology,Tim Cook,63,United States,Apple,Technology,United States,True,D,M,1960-11-01 00:00:00,4/4/2023 5:01,1960.0,11.0,1.0,-2147483648,89,102,37,328239523
1647,1800,Finance & Investments,Mark Coombs,62,United Kingdom,Finance,Finance & Investments,United Kingdom,True,E,M,1961-01-01 00:00:00,4/4/2023 5:01,1961.0,1.0,1.0,-2147483648,60,102,31,66834405
1647,1800,Media & Entertainment,John de Mol,68,Netherlands,TV programs,Media & Entertainment,Netherlands,True,E,M,1955-03-24 00:00:00,4/4/2023 5:01,1955.0,3.0,24.0,-2147483648,85,105,42,17332850
1647,1800,Construction & Engineering,D. Leopoldo Del Pino,61,Spain,Construction,Construction & Engineering,Spain,False,D,M,1962-07-30 00:00:00,4/4/2023 5:01,1962.0,7.0,30.0,-2147483648,89,103,47,47076781
1647,1800,Technology,Diao Zhizhong,60,China,Software,Technology,China,True,U,M,1963-11-06 00:00:00,4/4/2023 5:01,1963.0,11.0,6.0,-2147483648,51,101,60,1397715000
1647,1800,Healthcare,Robert Duggan,79,United States,Pharmaceuticals,Healthcare,United States,True,D,M,1944-04-28 00:00:00,4/4/2023 5:01,1944.0,4.0,28.0,-2147483648,89,102,37,328239523
1647,1800,Sports,James France,79,United States,"Nascar, racing",Sports,United States,False,E,M,1944-10-24 00:00:00,4/4/2023 5:01,1944.0,10.0,24.0,-2147483648,89,102,37,328239523
1647,1800,Healthcare,Phillip Frost,87,United States,Pharmaceuticals,Healthcare,United States,True,D,M,1936-11-11 00:00:00,4/4/2023 5:01,1936.0,11.0,11.0,-2147483648,89,102,37,328239523
1647,1800,Finance & Investments,Jayme Garfinkel & family,78,Brazil,Insurance,Finance & Investments,Brazil,False,U,M,1945-11-30 00:00:00,4/4/2023 5:01,1945.0,11.0,30.0,-2147483648,52,116,66,212559417
1647,1800,Food & Beverage,Christopher Goldsbury,80,United States,Salsa,Food & Beverage,United States,False,E,M,1943-01-01 00:00:00,4/4/2023 5:01,1943.0,1.0,1.0,-2147483648,89,102,37,328239523
1647,1800,Healthcare,Yusuf Hamied,87,India,Pharmaceuticals,Healthcare,India,False,D,M,1936-07-26 00:00:00,4/4/2023 5:01,1936.0,7.0,26.0,-2147483648,29,113,50,1366417754
1647,1800,Finance & Investments,Brian Higgins,58,United States,Hedge funds,Finance & Investments,United States,True,E,M,1965-02-08 00:00:00,4/4/2023 5:01,1965.0,2.0,8.0,-2147483648,89,102,37,328239523
1647,1800,Real Estate,Wei Huang,64,China,Real estate,Real Estate,China,True,U,M,1959-09-30 00:00:00,4/4/2023 5:01,1959.0,9.0,30.0,-2147483648,51,101,60,1397715000
1647,1800,Automotive,Yintai Jiang & family,73,China,Auto parts,Automotive,China,True,U,M,1950-07-30 00:00:00,4/4/2023 5:01,1950.0,7.0,30.0,-2147483648,51,101,60,1397715000
1647,1800,Healthcare,Lei Jin,58,China,Pharmaceuticals,Healthcare,China,True,U,M,1965-08-01 00:00:00,4/4/2023 5:01,1965.0,8.0,1.0,-2147483648,51,101,60,1397715000
1647,1800,Healthcare,Jin Lei & family,69,China,Medical equipment,Healthcare,China,True,U,M,1954-09-23 00:00:00,4/4/2023 5:01,1954.0,9.0,23.0,-2147483648,51,101,60,1397715000
1647,1800,Technology,Valentin Kipyatkov,47,Cyprus,Software,Technology,Cyprus,True,D,M,1976-06-05 00:00:00,4/4/2023 5:01,1976.0,6.0,5.0,-2147483648,76,100,23,1198575
1647,1800,Diversified,Koo Kwang-mo,45,South Korea,LG,Diversified,South Korea,False,U,M,1978-01-23 00:00:00,4/4/2023 5:01,1978.0,1.0,23.0,-2147483648,95,99,34,51709098
1647,1800,Technology,George Kurtz,53,United States,Security software,Technology,United States,True,D,M,1970-10-01 00:00:00,4/4/2023 5:01,1970.0,10.0,1.0,-2147483648,89,102,37,328239523
1647,1800,Sports,Joe Lacob,67,United States,Golden State Warriors,Sports,United States,True,U,M,1956-01-10 00:00:00,4/4/2023 5:01,1956.0,1.0,10.0,-2147483648,89,102,37,328239523
1647,1800,Technology,Joe Lau,34,United States,"Blockchain, technology",Technology,United States,True,D,M,1989-07-01 00:00:00,4/4/2023 5:01,1989.0,7.0,1.0,-2147483648,89,102,37,328239523
1647,1800,Diversified,Louise Lindh,44,Sweden,Investments,Diversified,Sweden,False,U,F,1979-10-20 00:00:00,4/4/2023 5:01,1979.0,10.0,20.0,-2147483648,67,127,50,10285453
1647,1800,Metals & Mining,Luo Yangyong & family,48,China,Mining,Metals & Mining,China,True,D,M,1975-06-02 00:00:00,4/4/2023 5:01,1975.0,6.0,2.0,-2147483648,51,101,60,1397715000
1647,1800,Media & Entertainment,Joao Roberto Marinho,70,Brazil,Media,Media & Entertainment,Brazil,False,D,M,1953-09-16 00:00:00,4/4/2023 5:01,1953.0,9.0,16.0,-2147483648,52,116,66,212559417
1647,1800,Media & Entertainment,Jose Roberto Marinho,68,Brazil,Media,Media & Entertainment,Brazil,False,D,M,1955-12-26 00:00:00,4/4/2023 5:01,1955.0,12.0,26.0,-2147483648,52,116,66,212559417
1647,1800,Media & Entertainment,Roberto Irineu Marinho,76,Brazil,Media,Media & Entertainment,Brazil,False,D,M,1947-10-13 00:00:00,4/4/2023 5:01,1947.0,10.0,13.0,-2147483648,52,116,66,212559417
1647,1800,Healthcare,Gary Michelson,74,United States,Medical patents,Healthcare,United States,True,E,M,1949-01-14 00:00:00,4/4/2023 5:01,1949.0,1.0,14.0,-2147483648,89,102,37,328239523
1647,1800,Technology,Robert G. Miller,78,Canada,Electronics components,Technology,Canada,True,E,M,1945-07-03 00:00:00,4/4/2023 5:01,1945.0,7.0,3.0,-2147483648,69,101,25,36991981
1647,1800,Real Estate,David Mindus,51,Sweden,Real estate,Real Estate,Sweden,True,D,M,1972-01-26 00:00:00,4/4/2023 5:01,1972.0,1.0,26.0,-2147483648,67,127,50,10285453
